Hotel_name,name,rating,review
Hotel Tentrem Semarang,navjit Singh,5.0,"I stayed here during my visit in 2022. It's good hotel, apparently, the best in Semarang, as i heard. What was good here is, 1). There interiors in the lobby are awesome. There chandelier, the painting while u go to the elevators is amazingly real. You just can't walk towards elevators without noticing it. Amazing artist 2). The elevators are pretty protected and clean with tochless tech during covid times. 3). Regarding Rooms, the interior was amazing, nice curtains, carpets. They even have a pillow menu to choose from. Memory foams and all needed. Bed quality was good. Although I do feel, they can add a duvet to the bed, to add the grace to the room. 4). Restaurant is on 6th floor with indoor and pool side seating. They have good menu. Staff of hotel was courteous and helpful. Enjoyed my stay. Stay blessed, god bless! Regards #NaviWanderer"
Hotel Tentrem Semarang,P S D,5.0,"This is a great hotel to stay if you are in Semarang City. Great room, service and friendly staff. Attentive is the key. Booked 3 executive rooms on the 19th floor which is also the executive lounge floor. Easy access. Breakfast menu changed from day to day. The only minus point is that they don't have a separated or dedicated parking space for hotel guest."
Hotel Tentrem Semarang,Indra Dani,5.0,"My First time staying at Tentrem hotel in Semarang. Seems to be a modern hotel in Semarang: modern elevator with smart touch screen and smart glass technology in the bathroom. The rooms are very spacious, comfortable. The hotel staff are really very friendly, polite and always ready to help. My experience in the pool, the staff is very helpful and provide accurate information. All the staff are very professional from security, receiptionist, cleaning service. For the breakfast menu, the food is very typical of Semarang, varied and delicious. The check-in check-out process is very fast, I really like it. Very recommended hotel in Semarang....."
Hotel Tentrem Semarang,Sarah R.,5.0,"Stayed here for 2 nights. Great interior, very clean. Everything is brand new. Mini bar is free and some other interesting freebies (say, Tolak Angin) that I like about staying at Tentrem property. Food was just so so, they can definitely improve. Decent coffee served at breakfast. Some of receptionists weren’t too responsive at times, I remember during checkout I had to call the front desk twice to ask for someone at the concierge to fetch my luggage, which was kinda irritating when you’re staying at a 5 star hotel, why was the phone unattended? Also what was irritating me the most was when I first arrived (Around 1.30 PM-ish) one receptionist told me I could not get in until 3 PM. Was tired from my flight and that was indeed a turn off. Luckily they found a room quickly, so that was forgiven. All the guys at the concierge were quick & attentive though. PS: This hotel is very crowded and busy these days, packed with family mostly, not recommended if you hate slow things or if you are a business traveller longing for quietness."
Hotel Tentrem Semarang,lee woojin,4.0,"Foods and beverage in executive lounge is very nice,Rooms: 4/5 | Service: 4/5 | Location: 4/5 …More"
Hotel Tentrem Semarang,Yunita ria margareta lumban tobing,5.0,"Should stay here. They have large swimming pool with mermaid glass tile inside the pool and clear glass in one side of the swimming pool, very large room for family, and delicious semarang breakfast with great chinese semarang interior design. Worth it!Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Arie Gradiyanto,5.0,"Great hotel, very luxurious. But as expected of it's priceRooms: 5/5 | Service: 5/5 | Location: 4/5 …More"
Hotel Tentrem Semarang,Andrew SP,5.0,"Elegant beautiful hotel, excellent hygiene, rooms are spacious and free mini bar being part of Sido Muncul group. One of the best hotel in Semarang. Connected to Tentrem Mall by taking lift to B2. Farmer's market available."
Hotel Tentrem Semarang,Aris Windu Tri Hadianto,5.0,"The best hotel in town, with fully hospitalityRooms: 5/5 | Service: 4/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Rudy Surjadjaja,5.0,"Super cozy hotel in Semarang. Spacious room. Large swimming pool.Complete gym, very well equipped.Large selection of breakfast foods.Next to shopping mall."
Hotel Tentrem Semarang,Jonathan Raharjo Subekti,5.0,"The best hotel in Semarang. The building is new, the staff are great, the room is spotless, the elevator is high-tech, the pool is the best in town, and they have a nice kids playground. What else can you ask? You know what? They took (not remake) some of the most famous local dishes to breakfast menu, such as soto bokoran, nasi goreng babat, and asem-asem koh Liem. But not lumpia gang lombok sadly 😂 Oh and their spa 🤤🤤🤤 Forgot to mention, the took their coffee seriously. They have freshly grinded coffee, espresso and even V60. *not endorsed, just a happy customer."
Hotel Tentrem Semarang,Jonas Kretz,5.0,Really nice hotel with pool area and fantastic rooms and service.
Hotel Tentrem Semarang,Ellaine Morales,5.0,Breakfast buffet is superb! Lots of cuisine options. We enjoyed the hotel facilities. Great place for families with children.
Hotel Tentrem Semarang,GoGo Ballads,5.0,"So far one of the best hotels in Semarang. Very fast facility before checking in. Nice food preference, nice bar at swimming pool arena, nice room.Very good for staycation."
Hotel Tentrem Semarang,Erik Firman,5.0,"Everything is perfect!!!The hospitality,the cleanliness,the luxurious.. And their restaurant is top notch!!we experienced their breakfast and a la carte..great!!! During breakfast,you will find every traditional culinary,served with great taste.."
Hotel Tentrem Semarang,kate kate,5.0,"Great hotel with great facilities, clean room ,tasty breakfast and amazing services! Their staff are so friendly & helpfulRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,IG: onaldtan,5.0,"THIS IS A BRAND NEW HOTEL, EXPECT EVERYTHING!!! The hotel was located near to Simpang Lima which is the most thing about Semarang, many good foods in distance. The hotel facilities was superb, I can't even think of any better with this budget. Huge swimming pool, cool and hot jacuzzi, gym with locker room and full amenities shower, large room, free breakfast, fast and many lifts 🤭 good service. You should try this soon. They just opened by August anw. And oh, 1 more thing, it's connected to mall by lobby and B2 parking area. The best hotel in Semarang so far. Anw, the food is so so, but I think because on Monday morning it's an overcrowded one."
Hotel Tentrem Semarang,Fredy Hartanto,5.0,"A very good hotel with high standard of health protocol. Every aircon use an UV-C technology to make the customers feels safer. The room is quite huge, and the breakfast also has many choice of authentic Semarang cullinaire. The pool is quite big. The overall ambience is also feel homy and relaxing."
Hotel Tentrem Semarang,Rafael Chicharito Agusta,5.0,"The Best Hotel In Semarang, I Give A 5 StarRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,martinus krisma,1.0,"- Arrived 15 Jan around 3.15pm. Requested high floor but given 8th floor. Then moved to 12th floor only after i requested for it. Check in time was unpleasant. Took more than 20 mins. This is too long. - welcome letters for executive suites are personalized / directed to customers name, disappointingly i had some else’s name addressed to me in that letter. Such a shame. - travelled with fam n 3 y.o kid, breakfast staff did not permit us to enter bfast bcos we were wearing pajamas! Asked all of us to go back up to our room to change clothes, in a very INPOLITE WAY!!!. In fact we were wearing pajamas with collar and trousers, others wearing tshirt n shorts with slippers were allowed to go in. Not sure why is this rule even be there?? Havent seen this in any other hotels. - we know executive suite isnt YOUR most expensive room BUT Certainly its enough reason for us to expect personalized services n details to be served to us perfectly is it not? I would be glad to hear some response from you. Please do take notes. And improve."
Hotel Tentrem Semarang,Joselin,1.0,"Have stayed here a couple of times and it has always been a good experience to stay at Tentrem until today. Apparently their staff, mba Zakiya, didn't respect the culture of queuing so she'd allowed group of people to cut the line even when people had queue outside for a long time. When confronted, she gave excuses, lied and was not even apologetic at all. Thank you Mba Zakiya for showing the true hospitality of Tentrem. The ethics of not queueing, lying to customers and condoning bad behaviors of unruly customers are very well imprinted on my memory of your hotel."
Hotel Tentrem Semarang,Benita Selian,5.0,"Spacious room with great interior Modern elevator & smart glass in the bathroom Huge pool Clean gym and jacuzzi area Artistic overall hotel design Love the jamu selection in the hotel The hotel smells really good too On top of all, BEST BUFFET BREAKFAST my family and I ever had!! They have variety of Semarang best traditional food supplied directly from its seller. Super recommended!"
Hotel Tentrem Semarang,Anton Wijaya,5.0,"The ambience is so traditional yet modern at the same time. Love the services they provide.. the whole experiences is pleasantly convenient. clean room, super convenient bathroom and amenities is top notch! Will spent another visit to this place for sure. The location is great, everything is just highly recommended!"
